Front;Back;Tags
Gardening<br><br>My mother enjoys gardening on weekends.<br>[sound:vocab_gardening_2.mp3];"<b>jardinagem</b><br><br>Minha mãe gosta de jardinagem nos fins de semana.<br><br><b>Collocations:</b> gardening tools; gardening hobby; gardening tips<br><br><b>Question:</b> Do you like gardening?<br><b>Answer:</b> I like plants, but I don't do much gardening.";vocabulary oral_test phase1
Gardening<br><br>Gardening takes time, but the result is beautiful.<br>[sound:vocab_gardening_3.mp3];"<b>jardinagem</b><br><br>Jardinagem leva tempo, mas o resultado é bonito.<br><br><b>Collocations:</b> gardening tools; gardening hobby; gardening tips<br><br><b>Question:</b> Do you like gardening?<br><b>Answer:</b> I like plants, but I don't do much gardening.";vocabulary oral_test phase1
Cooking<br><br>Cooking at home is cheaper than eating out.<br>[sound:vocab_cooking_1.mp3];"<b>cozinhar</b><br><br>Cozinhar em casa é mais barato do que comer fora.<br><br><b>Collocations:</b> cooking dinner; cooking class; home cooking<br><br><b>Question:</b> Do you like cooking?<br><b>Answer:</b> Yes, I like cooking simple food.";vocabulary oral_test phase1
Cooking<br><br>I enjoy cooking simple meals.<br>[sound:vocab_cooking_2.mp3];"<b>cozinhar</b><br><br>Gosto de cozinhar refeições simples.<br><br><b>Collocations:</b> cooking dinner; cooking class; home cooking<br><br><b>Question:</b> Do you like cooking?<br><b>Answer:</b> Yes, I like cooking simple food.";vocabulary oral_test phase1
Cooking<br><br>Cooking for friends can be fun.<br>[sound:vocab_cooking_3.mp3];"<b>cozinhar</b><br><br>Cozinhar para amigos pode ser divertido.<br><br><b>Collocations:</b> cooking dinner; cooking class; home cooking<br><br><b>Question:</b> Do you like cooking?<br><b>Answer:</b> Yes, I like cooking simple food.";vocabulary oral_test phase1
Reading<br><br>Reading in English helps me learn new words.<br>[sound:vocab_reading_1.mp3];"<b>ler/leitura</b><br><br>Ler em inglês me ajuda a aprender palavras novas.<br><br><b>Collocations:</b> reading books; reading habit; reading in English<br><br><b>Question:</b> Do you like reading?<br><b>Answer:</b> Yes, I like reading, especially when I want to learn something.";vocabulary oral_test phase1
Reading<br><br>I enjoy reading before bed.<br>[sound:vocab_reading_2.mp3];"<b>ler/leitura</b><br><br>Gosto de ler antes de dormir.<br><br><b>Collocations:</b> reading books; reading habit; reading in English<br><br><b>Question:</b> Do you like reading?<br><b>Answer:</b> Yes, I like reading, especially when I want to learn something.";vocabulary oral_test phase1
Reading<br><br>Reading every day improves your vocabulary.<br>[sound:vocab_reading_3.mp3];"<b>ler/leitura</b><br><br>Ler todos os dias melhora seu vocabulário.<br><br><b>Collocations:</b> reading books; reading habit; reading in English<br><br><b>Question:</b> Do you like reading?<br><b>Answer:</b> Yes, I like reading, especially when I want to learn something.";vocabulary oral_test phase1
Learning languages<br><br>Learning languages opens many doors.<br>[sound:vocab_learning_languages_1.mp3];"<b>aprender idiomas</b><br><br>Aprender idiomas abre muitas portas.<br><br><b>Collocations:</b> learning English; learning languages; language learning<br><br><b>Question:</b> Why are you learning English?<br><b>Answer:</b> I am learning English because I need it for work and travel.";vocabulary oral_test phase1
Learning languages<br><br>I am learning languages because I want to travel more.<br>[sound:vocab_learning_languages_2.mp3];"<b>aprender idiomas</b><br><br>Estou aprendendo idiomas porque quero viajar mais.<br><br><b>Collocations:</b> learning English; learning languages; language learning<br><br><b>Question:</b> Why are you learning English?<br><b>Answer:</b> I am learning English because I need it for work and travel.";vocabulary oral_test phase1
Learning languages<br><br>Learning languages takes time and consistency.<br>[sound:vocab_learning_languages_3.mp3];"<b>aprender idiomas</b><br><br>Aprender idiomas leva tempo e consistência.<br><br><b>Collocations:</b> learning English; learning languages; language learning<br><br><b>Question:</b> Why are you learning English?<br><b>Answer:</b> I am learning English because I need it for work and travel.";vocabulary oral_test phase1
Watching TV<br><br>Watching TV with subtitles helps my listening.<br>[sound:vocab_watching_tv_1.mp3];"<b>assistir TV</b><br><br>Assistir TV com legendas ajuda meu listening.<br><br><b>Collocations:</b> watching TV; TV show; watch with subtitles<br><br><b>Question:</b> Do you watch TV in English?<br><b>Answer:</b> Sometimes I watch TV in English with subtitles.";vocabulary oral_test phase1
Watching TV<br><br>I like watching TV after dinner.<br>[sound:vocab_watching_tv_2.mp3];"<b>assistir TV</b><br><br>Gosto de assistir TV depois do jantar.<br><br><b>Collocations:</b> watching TV; TV show; watch with subtitles<br><br><b>Question:</b> Do you watch TV in English?<br><b>Answer:</b> Sometimes I watch TV in English with subtitles.";vocabulary oral_test phase1
Watching TV<br><br>Watching TV in English is a fun way to study.<br>[sound:vocab_watching_tv_3.mp3];"<b>assistir TV</b><br><br>Assistir TV em inglês é uma forma divertida de estudar.<br><br><b>Collocations:</b> watching TV; TV show; watch with subtitles<br><br><b>Question:</b> Do you watch TV in English?<br><b>Answer:</b> Sometimes I watch TV in English with subtitles.";vocabulary oral_test phase1
Playing video games<br><br>Playing video games in English helps me learn vocabulary.<br>[sound:vocab_playing_video_games_1.mp3];"<b>jogar videogame</b><br><br>Jogar videogame em inglês me ajuda a aprender vocabulário.<br><br><b>Collocations:</b> playing games; video games; gaming in English<br><br><b>Question:</b> Do you like playing video games?<br><b>Answer:</b> Yes, I like playing video games when I have free time.";vocabulary oral_test phase1
Playing video games<br><br>I enjoy playing video games after work.<br>[sound:vocab_playing_video_games_2.mp3];"<b>jogar videogame</b><br><br>Gosto de jogar videogame depois do trabalho.<br><br><b>Collocations:</b> playing games; video games; gaming in English<br><br><b>Question:</b> Do you like playing video games?<br><b>Answer:</b> Yes, I like playing video games when I have free time.";vocabulary oral_test phase1
Playing video games<br><br>Playing video games can be a good way to relax.<br>[sound:vocab_playing_video_games_3.mp3];"<b>jogar videogame</b><br><br>Jogar videogame pode ser uma boa forma de relaxar.<br><br><b>Collocations:</b> playing games; video games; gaming in English<br><br><b>Question:</b> Do you like playing video games?<br><b>Answer:</b> Yes, I like playing video games when I have free time.";vocabulary oral_test phase1
Going to the cinema<br><br>We are going to the cinema on Saturday.<br>[sound:vocab_going_to_the_cinema_1.mp3];"<b>ir ao cinema</b><br><br>Vamos ao cinema no sábado.<br><br><b>Collocations:</b> go to the cinema; movie theater; cinema ticket<br><br><b>Question:</b> Do you like going to the cinema?<br><b>Answer:</b> Yes, I like going to the cinema, especially for action movies.";vocabulary oral_test phase1
Going to the cinema<br><br>Going to the cinema is more expensive now.<br>[sound:vocab_going_to_the_cinema_2.mp3];"<b>ir ao cinema</b><br><br>Ir ao cinema está mais caro agora.<br><br><b>Collocations:</b> go to the cinema; movie theater; cinema ticket<br><br><b>Question:</b> Do you like going to the cinema?<br><b>Answer:</b> Yes, I like going to the cinema, especially for action movies.";vocabulary oral_test phase1
Going to the cinema<br><br>I prefer going to the cinema for big movies.<br>[sound:vocab_going_to_the_cinema_3.mp3];"<b>ir ao cinema</b><br><br>Prefiro ir ao cinema para filmes grandes.<br><br><b>Collocations:</b> go to the cinema; movie theater; cinema ticket<br><br><b>Question:</b> Do you like going to the cinema?<br><b>Answer:</b> Yes, I like going to the cinema, especially for action movies.";vocabulary oral_test phase1
Photography<br><br>Photography teaches you to notice small details.<br>[sound:vocab_photography_1.mp3];"<b>fotografia</b><br><br>Fotografia ensina você a perceber pequenos detalhes.<br><br><b>Collocations:</b> digital photography; photography hobby; take photos<br><br><b>Question:</b> Do you like photography?<br><b>Answer:</b> Yes, I like taking photos when I travel.";vocabulary oral_test phase1
Photography<br><br>My friend is interested in photography.<br>[sound:vocab_photography_2.mp3];"<b>fotografia</b><br><br>Meu amigo se interessa por fotografia.<br><br><b>Collocations:</b> digital photography; photography hobby; take photos<br><br><b>Question:</b> Do you like photography?<br><b>Answer:</b> Yes, I like taking photos when I travel.";vocabulary oral_test phase1
Photography<br><br>Photography can be an expensive hobby.<br>[sound:vocab_photography_3.mp3];"<b>fotografia</b><br><br>Fotografia pode ser um hobby caro.<br><br><b>Collocations:</b> digital photography; photography hobby; take photos<br><br><b>Question:</b> Do you like photography?<br><b>Answer:</b> Yes, I like taking photos when I travel.";vocabulary oral_test phase1
Singing<br><br>Singing in English helps with pronunciation.<br>[sound:vocab_singing_1.mp3];"<b>cantar</b><br><br>Cantar em inglês ajuda na pronúncia.<br><br><b>Collocations:</b> singing songs; singing class; sing along<br><br><b>Question:</b> Do you like singing?<br><b>Answer:</b> I like singing, but only when I am alone.";vocabulary oral_test phase1
Singing<br><br>She enjoys singing in the car.<br>[sound:vocab_singing_2.mp3];"<b>cantar</b><br><br>Ela gosta de cantar no carro.<br><br><b>Collocations:</b> singing songs; singing class; sing along<br><br><b>Question:</b> Do you like singing?<br><b>Answer:</b> I like singing, but only when I am alone.";vocabulary oral_test phase1
Singing<br><br>I like singing, but I am shy.<br>[sound:vocab_singing_3.mp3];"<b>cantar</b><br><br>Gosto de cantar, mas sou tímido.<br><br><b>Collocations:</b> singing songs; singing class; sing along<br><br><b>Question:</b> Do you like singing?<br><b>Answer:</b> I like singing, but only when I am alone.";vocabulary oral_test phase1
Playing an instrument<br><br>Playing an instrument requires practice.<br>[sound:vocab_playing_an_instrument_1.mp3];"<b>tocar um instrumento</b><br><br>Tocar um instrumento exige prática.<br><br><b>Collocations:</b> play guitar; play piano; musical instrument<br><br><b>Question:</b> Can you play an instrument?<br><b>Answer:</b> No, I can't, but I would like to learn guitar.";vocabulary oral_test phase1
Playing an instrument<br><br>He is learning to play an instrument.<br>[sound:vocab_playing_an_instrument_2.mp3];"<b>tocar um instrumento</b><br><br>Ele está aprendendo a tocar um instrumento.<br><br><b>Collocations:</b> play guitar; play piano; musical instrument<br><br><b>Question:</b> Can you play an instrument?<br><b>Answer:</b> No, I can't, but I would like to learn guitar.";vocabulary oral_test phase1
Playing an instrument<br><br>Playing an instrument can improve your discipline.<br>[sound:vocab_playing_an_instrument_3.mp3];"<b>tocar um instrumento</b><br><br>Tocar um instrumento pode melhorar sua disciplina.<br><br><b>Collocations:</b> play guitar; play piano; musical instrument<br><br><b>Question:</b> Can you play an instrument?<br><b>Answer:</b> No, I can't, but I would like to learn guitar.";vocabulary oral_test phase1
Working out<br><br>I work out three times a week.<br>[sound:vocab_working_out_1.mp3];"<b>treinar/fazer exercício</b><br><br>Eu treino três vezes por semana.<br><br><b>Collocations:</b> work out; go to the gym; workout routine<br><br><b>Question:</b> How often do you work out?<br><b>Answer:</b> I usually work out three times a week.";vocabulary oral_test phase1
Working out<br><br>Working out helps me reduce stress.<br>[sound:vocab_working_out_2.mp3];"<b>treinar/fazer exercício</b><br><br>Treinar me ajuda a reduzir o estresse.<br><br><b>Collocations:</b> work out; go to the gym; workout routine<br><br><b>Question:</b> How often do you work out?<br><b>Answer:</b> I usually work out three times a week.";vocabulary oral_test phase1
Working out<br><br>I feel better after working out.<br>[sound:vocab_working_out_3.mp3];"<b>treinar/fazer exercício</b><br><br>Eu me sinto melhor depois de treinar.<br><br><b>Collocations:</b> work out; go to the gym; workout routine<br><br><b>Question:</b> How often do you work out?<br><b>Answer:</b> I usually work out three times a week.";vocabulary oral_test phase1
Playing football<br><br>Playing football with friends is fun.<br>[sound:vocab_playing_football_1.mp3];"<b>jogar futebol</b><br><br>Jogar futebol com amigos é divertido.<br><br><b>Collocations:</b> play football; football match; football team<br><br><b>Question:</b> Do you like playing football?<br><b>Answer:</b> Yes, I like football, but I don't play very often now.";vocabulary oral_test phase1
Playing football<br><br>I used to play football when I was younger.<br>[sound:vocab_playing_football_2.mp3];"<b>jogar futebol</b><br><br>Eu costumava jogar futebol quando era mais jovem.<br><br><b>Collocations:</b> play football; football match; football team<br><br><b>Question:</b> Do you like playing football?<br><b>Answer:</b> Yes, I like football, but I don't play very often now.";vocabulary oral_test phase1
Playing football<br><br>Playing football is a great way to stay active.<br>[sound:vocab_playing_football_3.mp3];"<b>jogar futebol</b><br><br>Jogar futebol é uma ótima forma de se manter ativo.<br><br><b>Collocations:</b> play football; football match; football team<br><br><b>Question:</b> Do you like playing football?<br><b>Answer:</b> Yes, I like football, but I don't play very often now.";vocabulary oral_test phase1
Running<br><br>Running helps me clear my mind.<br>[sound:vocab_running_1.mp3];"<b>correr/corrida</b><br><br>Correr me ajuda a esvaziar a mente.<br><br><b>Collocations:</b> go running; running shoes; running routine<br><br><b>Question:</b> Do you like running?<br><b>Answer:</b> I like running, but I need to be more consistent.";vocabulary oral_test phase1
Running<br><br>I started running to improve my health.<br>[sound:vocab_running_2.mp3];"<b>correr/corrida</b><br><br>Comecei a correr para melhorar minha saúde.<br><br><b>Collocations:</b> go running; running shoes; running routine<br><br><b>Question:</b> Do you like running?<br><b>Answer:</b> I like running, but I need to be more consistent.";vocabulary oral_test phase1
Running<br><br>Running in the morning gives me energy.<br>[sound:vocab_running_3.mp3];"<b>correr/corrida</b><br><br>Correr de manhã me dá energia.<br><br><b>Collocations:</b> go running; running shoes; running routine<br><br><b>Question:</b> Do you like running?<br><b>Answer:</b> I like running, but I need to be more consistent.";vocabulary oral_test phase1
Hiking<br><br>Hiking is tiring, but the view is worth it.<br>[sound:vocab_hiking_1.mp3];"<b>fazer trilha</b><br><br>Fazer trilha é cansativo, mas a vista vale a pena.<br><br><b>Collocations:</b> go hiking; hiking trail; hiking boots<br><br><b>Question:</b> Have you ever gone hiking?<br><b>Answer:</b> Yes, I have gone hiking a few times.";vocabulary oral_test phase1
Hiking<br><br>We went hiking last weekend.<br>[sound:vocab_hiking_2.mp3];"<b>fazer trilha</b><br><br>Fizemos uma trilha no fim de semana passado.<br><br><b>Collocations:</b> go hiking; hiking trail; hiking boots<br><br><b>Question:</b> Have you ever gone hiking?<br><b>Answer:</b> Yes, I have gone hiking a few times.";vocabulary oral_test phase1
Hiking<br><br>Hiking is a good activity for people who like nature.<br>[sound:vocab_hiking_3.mp3];"<b>fazer trilha</b><br><br>Fazer trilha é uma boa atividade para pessoas que gostam da natureza.<br><br><b>Collocations:</b> go hiking; hiking trail; hiking boots<br><br><b>Question:</b> Have you ever gone hiking?<br><b>Answer:</b> Yes, I have gone hiking a few times.";vocabulary oral_test phase1
Fishing<br><br>Fishing requires patience.<br>[sound:vocab_fishing_1.mp3];"<b>pescar/pesca</b><br><br>Pescar exige paciência.<br><br><b>Collocations:</b> go fishing; fishing rod; fishing trip<br><br><b>Question:</b> Do you like fishing?<br><b>Answer:</b> I don't go fishing often, but I think it is relaxing.";vocabulary oral_test phase1
Fishing<br><br>My grandfather likes fishing.<br>[sound:vocab_fishing_2.mp3];"<b>pescar/pesca</b><br><br>Meu avô gosta de pescar.<br><br><b>Collocations:</b> go fishing; fishing rod; fishing trip<br><br><b>Question:</b> Do you like fishing?<br><b>Answer:</b> I don't go fishing often, but I think it is relaxing.";vocabulary oral_test phase1
Fishing<br><br>I went fishing with my family when I was a child.<br>[sound:vocab_fishing_3.mp3];"<b>pescar/pesca</b><br><br>Fui pescar com minha família quando era criança.<br><br><b>Collocations:</b> go fishing; fishing rod; fishing trip<br><br><b>Question:</b> Do you like fishing?<br><b>Answer:</b> I don't go fishing often, but I think it is relaxing.";vocabulary oral_test phase1
Shop<br><br>This shop has good prices.<br>[sound:vocab_shop_1.mp3];"<b>loja</b><br><br>Esta loja tem bons preços.<br><br><b>Collocations:</b> clothes shop; coffee shop; local shop<br><br><b>Question:</b> What kind of shop do you like?<br><b>Answer:</b> I like shops with good prices and good quality.";vocabulary oral_test phase1
Shop<br><br>I found a nice shirt in that shop.<br>[sound:vocab_shop_2.mp3];"<b>loja</b><br><br>Encontrei uma camisa bonita naquela loja.<br><br><b>Collocations:</b> clothes shop; coffee shop; local shop<br><br><b>Question:</b> What kind of shop do you like?<br><b>Answer:</b> I like shops with good prices and good quality.";vocabulary oral_test phase1
Shop<br><br>The shop closes at 8 p.m.<br>[sound:vocab_shop_3.mp3];"<b>loja</b><br><br>A loja fecha às 20h.<br><br><b>Collocations:</b> clothes shop; coffee shop; local shop<br><br><b>Question:</b> What kind of shop do you like?<br><b>Answer:</b> I like shops with good prices and good quality.";vocabulary oral_test phase1
Department store<br><br>A department store sells many different things.<br>[sound:vocab_department_store_1.mp3];"<b>loja de departamentos</b><br><br>Uma loja de departamentos vende muitas coisas diferentes.<br><br><b>Collocations:</b> department store; clothing department; home department<br><br><b>Question:</b> Do you usually go to department stores?<br><b>Answer:</b> Sometimes, especially when I need clothes or home items.";vocabulary oral_test phase1
Department store<br><br>We went to a department store to buy clothes.<br>[sound:vocab_department_store_2.mp3];"<b>loja de departamentos</b><br><br>Fomos a uma loja de departamentos comprar roupas.<br><br><b>Collocations:</b> department store; clothing department; home department<br><br><b>Question:</b> Do you usually go to department stores?<br><b>Answer:</b> Sometimes, especially when I need clothes or home items.";vocabulary oral_test phase1
Department store<br><br>Department stores are useful when you need several items.<br>[sound:vocab_department_store_3.mp3];"<b>loja de departamentos</b><br><br>Lojas de departamentos são úteis quando você precisa de vários itens.<br><br><b>Collocations:</b> department store; clothing department; home department<br><br><b>Question:</b> Do you usually go to department stores?<br><b>Answer:</b> Sometimes, especially when I need clothes or home items.";vocabulary oral_test phase1
Supermarket<br><br>I need to go to the supermarket after work.<br>[sound:vocab_supermarket_1.mp3];"<b>supermercado</b><br><br>Preciso ir ao supermercado depois do trabalho.<br><br><b>Collocations:</b> go to the supermarket; supermarket aisle; supermarket cart<br><br><b>Question:</b> How often do you go to the supermarket?<br><b>Answer:</b> I usually go to the supermarket once a week.";vocabulary oral_test phase1
Supermarket<br><br>The supermarket is crowded on weekends.<br>[sound:vocab_supermarket_2.mp3];"<b>supermercado</b><br><br>O supermercado fica cheio nos fins de semana.<br><br><b>Collocations:</b> go to the supermarket; supermarket aisle; supermarket cart<br><br><b>Question:</b> How often do you go to the supermarket?<br><b>Answer:</b> I usually go to the supermarket once a week.";vocabulary oral_test phase1
Supermarket<br><br>I usually buy fruit and vegetables at the supermarket.<br>[sound:vocab_supermarket_3.mp3];"<b>supermercado</b><br><br>Normalmente compro frutas e legumes no supermercado.<br><br><b>Collocations:</b> go to the supermarket; supermarket aisle; supermarket cart<br><br><b>Question:</b> How often do you go to the supermarket?<br><b>Answer:</b> I usually go to the supermarket once a week.";vocabulary oral_test phase1
Shopping center<br><br>The shopping center is very crowded today.<br>[sound:vocab_shopping_center_1.mp3];"<b>shopping/centro comercial</b><br><br>O shopping está muito cheio hoje.<br><br><b>Collocations:</b> shopping center; food court; parking lot<br><br><b>Question:</b> Do you like shopping centers?<br><b>Answer:</b> Yes, but I don't like when they are too crowded.";vocabulary oral_test phase1
Shopping center<br><br>We had lunch at the shopping center.<br>[sound:vocab_shopping_center_2.mp3];"<b>shopping/centro comercial</b><br><br>Almoçamos no shopping.<br><br><b>Collocations:</b> shopping center; food court; parking lot<br><br><b>Question:</b> Do you like shopping centers?<br><b>Answer:</b> Yes, but I don't like when they are too crowded.";vocabulary oral_test phase1
Shopping center<br><br>I prefer shopping centers with good parking.<br>[sound:vocab_shopping_center_3.mp3];"<b>shopping/centro comercial</b><br><br>Prefiro shoppings com bom estacionamento.<br><br><b>Collocations:</b> shopping center; food court; parking lot<br><br><b>Question:</b> Do you like shopping centers?<br><b>Answer:</b> Yes, but I don't like when they are too crowded.";vocabulary oral_test phase1
Market<br><br>We bought fresh fruit at the market.<br>[sound:vocab_market_1.mp3];"<b>mercado/feira</b><br><br>Compramos frutas frescas na feira/no mercado.<br><br><b>Collocations:</b> street market; fresh market; local market<br><br><b>Question:</b> Do you prefer the market or the supermarket?<br><b>Answer:</b> I prefer the supermarket for convenience, but the market has fresh food.";vocabulary oral_test phase1
Market<br><br>The market is cheaper than the supermarket.<br>[sound:vocab_market_2.mp3];"<b>mercado/feira</b><br><br>O mercado é mais barato que o supermercado.<br><br><b>Collocations:</b> street market; fresh market; local market<br><br><b>Question:</b> Do you prefer the market or the supermarket?<br><b>Answer:</b> I prefer the supermarket for convenience, but the market has fresh food.";vocabulary oral_test phase1
Market<br><br>I like going to the market on Saturday morning.<br>[sound:vocab_market_3.mp3];"<b>mercado/feira</b><br><br>Gosto de ir à feira no sábado de manhã.<br><br><b>Collocations:</b> street market; fresh market; local market<br><br><b>Question:</b> Do you prefer the market or the supermarket?<br><b>Answer:</b> I prefer the supermarket for convenience, but the market has fresh food.";vocabulary oral_test phase1
Cashier<br><br>The cashier was very polite.<br>[sound:vocab_cashier_1.mp3];"<b>caixa</b><br><br>O caixa foi muito educado.<br><br><b>Collocations:</b> cashier; cashier line; pay the cashier<br><br><b>Question:</b> What does a cashier do?<br><b>Answer:</b> A cashier receives payment and gives the receipt.";vocabulary oral_test phase1
Cashier<br><br>The cashier gave me the receipt.<br>[sound:vocab_cashier_2.mp3];"<b>caixa</b><br><br>O caixa me deu o recibo.<br><br><b>Collocations:</b> cashier; cashier line; pay the cashier<br><br><b>Question:</b> What does a cashier do?<br><b>Answer:</b> A cashier receives payment and gives the receipt.";vocabulary oral_test phase1
Cashier<br><br>There was a long line at the cashier.<br>[sound:vocab_cashier_3.mp3];"<b>caixa</b><br><br>Havia uma fila grande no caixa.<br><br><b>Collocations:</b> cashier; cashier line; pay the cashier<br><br><b>Question:</b> What does a cashier do?<br><b>Answer:</b> A cashier receives payment and gives the receipt.";vocabulary oral_test phase1
Customer<br><br>The customer asked for a discount.<br>[sound:vocab_customer_1.mp3];"<b>cliente</b><br><br>O cliente pediu um desconto.<br><br><b>Collocations:</b> customer service; regular customer; unhappy customer<br><br><b>Question:</b> What makes a customer happy?<br><b>Answer:</b> Good service and fair prices make a customer happy.";vocabulary oral_test phase1
Customer<br><br>Good service makes customers come back.<br>[sound:vocab_customer_2.mp3];"<b>cliente</b><br><br>Um bom atendimento faz os clientes voltarem.<br><br><b>Collocations:</b> customer service; regular customer; unhappy customer<br><br><b>Question:</b> What makes a customer happy?<br><b>Answer:</b> Good service and fair prices make a customer happy.";vocabulary oral_test phase1
Customer<br><br>The customer was unhappy with the product.<br>[sound:vocab_customer_3.mp3];"<b>cliente</b><br><br>O cliente estava insatisfeito com o produto.<br><br><b>Collocations:</b> customer service; regular customer; unhappy customer<br><br><b>Question:</b> What makes a customer happy?<br><b>Answer:</b> Good service and fair prices make a customer happy.";vocabulary oral_test phase1
Cash register<br><br>The cash register stopped working.<br>[sound:vocab_cash_register_1.mp3];"<b>caixa registradora</b><br><br>A caixa registradora parou de funcionar.<br><br><b>Collocations:</b> cash register; register problem; open the register<br><br><b>Question:</b> Where do you pay in a shop?<br><b>Answer:</b> You usually pay at the cash register.";vocabulary oral_test phase1
Cash register<br><br>The cashier opened the cash register.<br>[sound:vocab_cash_register_2.mp3];"<b>caixa registradora</b><br><br>O caixa abriu a caixa registradora.<br><br><b>Collocations:</b> cash register; register problem; open the register<br><br><b>Question:</b> Where do you pay in a shop?<br><b>Answer:</b> You usually pay at the cash register.";vocabulary oral_test phase1
Cash register<br><br>There was a problem with the cash register.<br>[sound:vocab_cash_register_3.mp3];"<b>caixa registradora</b><br><br>Houve um problema com a caixa registradora.<br><br><b>Collocations:</b> cash register; register problem; open the register<br><br><b>Question:</b> Where do you pay in a shop?<br><b>Answer:</b> You usually pay at the cash register.";vocabulary oral_test phase1
Sales assistant<br><br>The sales assistant helped me find my size.<br>[sound:vocab_sales_assistant_1.mp3];"<b>vendedor/atendente</b><br><br>O vendedor me ajudou a encontrar meu tamanho.<br><br><b>Collocations:</b> sales assistant; shop assistant; helpful assistant<br><br><b>Question:</b> When do you ask a sales assistant for help?<br><b>Answer:</b> I ask when I can't find my size or need information.";vocabulary oral_test phase1
Sales assistant<br><br>I asked the sales assistant for a different color.<br>[sound:vocab_sales_assistant_2.mp3];"<b>vendedor/atendente</b><br><br>Pedi ao vendedor uma cor diferente.<br><br><b>Collocations:</b> sales assistant; shop assistant; helpful assistant<br><br><b>Question:</b> When do you ask a sales assistant for help?<br><b>Answer:</b> I ask when I can't find my size or need information.";vocabulary oral_test phase1
Sales assistant<br><br>A good sales assistant is polite and helpful.<br>[sound:vocab_sales_assistant_3.mp3];"<b>vendedor/atendente</b><br><br>Um bom vendedor é educado e prestativo.<br><br><b>Collocations:</b> sales assistant; shop assistant; helpful assistant<br><br><b>Question:</b> When do you ask a sales assistant for help?<br><b>Answer:</b> I ask when I can't find my size or need information.";vocabulary oral_test phase1
Sale<br><br>This jacket was on sale.<br>[sound:vocab_sale_1.mp3];"<b>promoção/liquidação</b><br><br>Esta jaqueta estava em promoção.<br><br><b>Collocations:</b> on sale; big sale; summer sale<br><br><b>Question:</b> Do you like buying things on sale?<br><b>Answer:</b> Yes, I like buying things on sale because I can save money.";vocabulary oral_test phase1
Sale<br><br>I bought the shoes because they were on sale.<br>[sound:vocab_sale_2.mp3];"<b>promoção/liquidação</b><br><br>Comprei os sapatos porque estavam em promoção.<br><br><b>Collocations:</b> on sale; big sale; summer sale<br><br><b>Question:</b> Do you like buying things on sale?<br><b>Answer:</b> Yes, I like buying things on sale because I can save money.";vocabulary oral_test phase1
Sale<br><br>The store has a big sale this weekend.<br>[sound:vocab_sale_3.mp3];"<b>promoção/liquidação</b><br><br>A loja tem uma grande promoção neste fim de semana.<br><br><b>Collocations:</b> on sale; big sale; summer sale<br><br><b>Question:</b> Do you like buying things on sale?<br><b>Answer:</b> Yes, I like buying things on sale because I can save money.";vocabulary oral_test phase1
Discount<br><br>They gave me a 20 percent discount.<br>[sound:vocab_discount_1.mp3];"<b>desconto</b><br><br>Eles me deram um desconto de 20 por cento.<br><br><b>Collocations:</b> get a discount; ask for a discount; student discount<br><br><b>Question:</b> Do you usually ask for a discount?<br><b>Answer:</b> Sometimes, especially when something is expensive.";vocabulary oral_test phase1
Discount<br><br>I asked for a discount, but they said no.<br>[sound:vocab_discount_2.mp3];"<b>desconto</b><br><br>Pedi um desconto, mas eles disseram não.<br><br><b>Collocations:</b> get a discount; ask for a discount; student discount<br><br><b>Question:</b> Do you usually ask for a discount?<br><b>Answer:</b> Sometimes, especially when something is expensive.";vocabulary oral_test phase1
Discount<br><br>This store offers a student discount.<br>[sound:vocab_discount_3.mp3];"<b>desconto</b><br><br>Esta loja oferece desconto para estudantes.<br><br><b>Collocations:</b> get a discount; ask for a discount; student discount<br><br><b>Question:</b> Do you usually ask for a discount?<br><b>Answer:</b> Sometimes, especially when something is expensive.";vocabulary oral_test phase1
Price<br><br>The price is too high.<br>[sound:vocab_price_1.mp3];"<b>preço</b><br><br>O preço está muito alto.<br><br><b>Collocations:</b> high price; fair price; compare prices<br><br><b>Question:</b> Do you compare prices before buying?<br><b>Answer:</b> Yes, I usually compare prices online before buying.";vocabulary oral_test phase1
Price<br><br>I always compare prices before buying.<br>[sound:vocab_price_2.mp3];"<b>preço</b><br><br>Eu sempre comparo preços antes de comprar.<br><br><b>Collocations:</b> high price; fair price; compare prices<br><br><b>Question:</b> Do you compare prices before buying?<br><b>Answer:</b> Yes, I usually compare prices online before buying.";vocabulary oral_test phase1
Price<br><br>The price includes delivery.<br>[sound:vocab_price_3.mp3];"<b>preço</b><br><br>O preço inclui entrega.<br><br><b>Collocations:</b> high price; fair price; compare prices<br><br><b>Question:</b> Do you compare prices before buying?<br><b>Answer:</b> Yes, I usually compare prices online before buying.";vocabulary oral_test phase1
Receipt<br><br>I always keep the receipt.<br>[sound:vocab_receipt_1.mp3];"<b>recibo/comprovante</b><br><br>Eu sempre guardo o recibo.<br><br><b>Collocations:</b> keep the receipt; lose the receipt; receipt number<br><br><b>Question:</b> Do you usually keep receipts?<br><b>Answer:</b> Yes, I keep receipts for expensive products.";vocabulary oral_test phase1
Receipt<br><br>The cashier forgot to give me the receipt.<br>[sound:vocab_receipt_2.mp3];"<b>recibo/comprovante</b><br><br>O caixa esqueceu de me dar o recibo.<br><br><b>Collocations:</b> keep the receipt; lose the receipt; receipt number<br><br><b>Question:</b> Do you usually keep receipts?<br><b>Answer:</b> Yes, I keep receipts for expensive products.";vocabulary oral_test phase1
